gene,Kidney_T0-1.counts.rev.txt,Kidney_T0-2.counts.rev.txt,Kidney_T12.counts.rev.txt,Kidney_T24.counts.rev.txt,Kidney_T48.counts.rev.txt
5S_rRNA,0,0,0,0,0
5_8S_rRNA,1.077208614,4.970876646,0,0.886930261,4.773326763
A1CF,2179.193025,1836.738921,195.9746404,429.2742462,350.3621844
A2M,26565.04162,13074.6483,36071.80494,32349.89433,55247.43862
A2ML1,25.85300673,38.52429401,18.70667022,12.41702365,12.41064958
A3GALT2,0,0,4.453969099,1.773860522,0.954665353
A4GALT,1261.411286,1170.64145,1549.981246,1967.211318,1811.954839
A4GNT,0,0,0,0,0
AAAS,1091.212326,1248.932757,897.0293765,1183.164968,1312.66486
AACS,1013.653305,940.7384053,1696.962227,2007.12318,1957.063973
AADAC,14068.34449,13930.8818,21873.44224,18812.67776,13772.00238
AADACL2,0,0,0,0,0
AADACL3,0,0,0,0,0
AADACL4,0,0,0.89079382,0,0
AADAT,16901.40315,13954.49347,6462.709163,11185.07752,16199.71637
AAGAB,5306.32963,5219.420479,6991.840691,6253.745269,5436.819183
AAK1,5382.811442,5670.527534,5579.932487,5786.333021,4333.226035
AAMP,8581.043816,9534.141408,8399.294927,7316.287721,6738.028059
AANAT,1.077208614,0,0,2.660790782,0.954665353
AAR2,4689.089095,5357.362306,4075.381726,4220.014181,3564.720427
AARD,4.308834454,1.242719162,19.59746404,31.92948939,26.73062987
AARS1,11794.35711,11319.92884,12112.12357,11390.84534,9769.090553
AARS2,919.936156,907.184988,829.3290462,891.3649121,863.9721441
AASDH,1613.658503,1509.903781,1426.160905,1500.686001,1431.043364
AASDHPPT,3442.758729,3433.633043,4013.026158,3470.55811,3758.517493
AASS,10057.89682,9302.995644,5841.82587,7362.408095,6065.94365
AATF,2665.01411,2866.953106,3368.982226,2423.980403,2052.530508
AATK,0,1.242719162,0,1.773860522,0.954665353
ABAT,58729.41361,56726.40157,17191.42993,18786.06985,16938.62735
ABCA1,4613.684492,3830.060456,5677.029013,5372.13659,5095.048987
ABCA12,2.154417227,2.485438323,3.563175279,7.095442086,18.1386417
ABCA3,266.0705275,252.2719898,376.8057858,476.28155,447.7380504
ABCA4,155.1180404,162.7962102,224.4800426,191.5769363,153.7011218
ABCA5,2603.613219,2568.700507,1945.493702,2577.419338,2429.623322
ABCA6,1946.515965,1373.204674,379.4781672,1976.080621,2282.604858
ABCA7,0,0,0.89079382,0.886930261,0.954665353
ABCA8,1421.91537,1255.146353,111.3492275,240.3581007,240.5756689
ABCA9,1676.136603,1087.379266,492.6089823,1545.919445,1610.52045
ABCB10,4955.159622,6023.459776,3307.517453,3368.56113,2897.409345
ABCB11,107.7208614,91.96121796,11.58031966,21.28632626,15.27464564
ABCB5,4.308834454,6.213595808,5.344762919,1.773860522,1.909330705
ABCB6,1538.2539,1714.952443,1714.778103,2360.121424,1873.053422
ABCB7,4459.64366,4872.701833,3476.768279,4383.209349,3658.277631
ABCB8,356.5560511,334.2914545,409.7651571,404.4401989,421.9620858
ABCB9,114.184113,131.7282311,107.7860522,154.3258654,169.9304328
ABCC1,973.7965867,899.728673,1483.17171,1682.506705,1374.718108
ABCC10,828.3734238,927.0684945,461.4311986,397.3447568,343.6795269
ABCC11,2.154417227,0,3.563175279,2.660790782,4.773326763
ABCC12,0,0,0,0,0
ABCC2,14347.34152,11990.99719,20869.51761,18325.75305,9654.530711
ABCC3,422.2657765,359.1458377,2383.764262,1751.687265,2536.545842
ABCC5,5031.641434,5320.080731,2460.37253,2873.654045,2882.134699
ABCC8,8.617668908,12.42719162,5.344762919,12.41702365,7.637322821
ABCC9,77.55902018,62.13595808,121.1479595,306.8778702,332.2235427
ABCD1,706.6488505,749.3596544,670.7677463,744.1344888,651.0817705
ABCD2,1.077208614,2.485438323,3.563175279,4.434651304,4.773326763
ABCD3,12116.44249,12411.03627,7017.673712,8039.135884,6488.860402
ABCD4,2816.900524,2968.856077,2096.037858,2630.635153,2644.423027
ABCE1,6192.872319,5962.566537,11591.00918,8186.366307,7741.381344
ABCF1,3882.259843,3863.613873,5966.537005,4913.593645,4896.478593
ABCF3,4692.320721,5023.070851,5460.566115,4798.292711,4290.266095
ABCG1,785.2850793,720.7771137,588.8147149,611.0949497,568.0258848
ABCG2,356.5560511,367.8448718,821.3119018,886.9302608,795.2362387
ABCG4,604.3140322,640.0003682,872.0871496,774.2901177,867.7908055
ABCG5,1.077208614,1.242719162,0.89079382,0,2.863996058
ABCG8,0,0,0,0,0
ABHD1,240.2175208,272.1554964,177.2679701,248.340473,166.1117713
ABHD10,1268.951747,1312.311435,814.1855513,893.1387726,955.6200179
ABHD11,5633.801049,6803.88741,4419.22814,5994.761633,5396.723238
ABHD12,4383.161849,5173.43987,4160.897932,5038.650811,4748.505464
ABHD12B,0,0,0,0,0
ABHD13,2223.358578,2142.447835,2357.931241,2119.763323,1855.869445
ABHD14A,118496.1791,143715.5002,44752.59071,61087.32171,49263.59619
ABHD15,1262.488495,1466.408611,456.0864357,492.2462947,426.7354126
ABHD16A,4456.412034,5133.672857,4119.921416,4001.829337,3450.160584
ABHD16B,0,1.242719162,0,0,0
ABHD17A,2926.775803,3267.108676,2867.465306,2773.430925,2931.777298
ABHD17B,2231.976247,2228.195457,2642.985263,2367.216866,2121.266413
ABHD17C,6384.615453,6331.654128,2462.154118,3060.79633,2779.030841
ABHD18,1368.054939,1540.97176,646.7163132,782.27249,619.5778138
ABHD2,532.1410551,449.8643365,1920.551475,1193.808131,1191.42236
ABHD3,4683.703052,5198.294253,3151.628534,3051.927027,2238.690252
ABHD4,1206.473647,1216.622059,1692.508258,1578.735864,1841.549465
ABHD5,1377.749817,1288.699771,2724.047501,2092.268485,1512.189918
ABHD6,1622.276172,1486.292117,1784.260021,2526.864313,1812.909505
ABHD8,481.5122503,454.8352131,397.2940436,564.9745761,507.8819676
ABI1,5806.154427,5736.39165,7704.475747,5964.606004,6659.7455
ABI2,1829.100226,1821.826291,856.0528608,1058.994731,1183.785037
ABI3BP,1972.368971,1533.515445,968.2928821,1168.087153,1041.5399
ABL1,2991.40832,2798.603552,4429.026872,4107.374038,3841.573379
ABL2,520.2917604,432.4662682,936.2243046,654.5545325,583.3005304
ABLIM1,11579.9926,10110.7631,9135.981416,10591.72117,10871.72904
ABLIM2,36.62509286,24.85438323,40.97651571,51.44195512,48.68793298
ABLIM3,8531.492219,9335.306342,2618.93383,3153.037077,3969.498536
ABR,6385.692661,5982.450044,6051.162418,6118.931869,6515.591031
ABRA,1.077208614,0,0,0,0
ABRACL,2930.007429,3108.040623,2107.618178,1988.497645,3107.435723
ABRAXAS1,1168.771346,1176.855046,1747.737474,1250.571668,1284.024899
ABRAXAS2,1600.732,1668.971834,1699.634608,1627.517029,1507.416592
ABT1,1611.504086,1631.690259,2765.024017,2052.356623,1889.282733
ABTB1,880.0794373,1060.039445,467.6667554,460.3168053,489.7433259
ABTB2,373.7913889,369.087591,2393.562994,1157.44399,809.556219
ACAA1,42002.51826,48919.6398,18443.88604,24283.26361,18573.01443
ACAA2,19868.03567,20504.86617,8451.851762,11513.24172,11377.70167
ACACA,1656.746848,1252.660915,2374.856324,2275.863049,2938.459955
ACAD10,6762.715676,6395.032806,1847.506382,2820.438229,2779.985507
ACAD11,8725.38977,8127.383317,2642.985263,3798.722307,3419.611293
ACAD9,4523.198968,4777.012457,2651.893201,3072.326423,3326.054088
ACADL,21436.45141,21484.12887,7544.13286,8097.673281,7379.563175
ACADM,121662.0952,136341.2047,53546.5073,47983.81404,25982.17224
ACADS,20763.19603,21885.52715,14750.65486,17152.34431,15686.10641
ACADSB,32997.05425,31145.02763,21802.17874,39837.35959,28883.40024
ACADVL,12730.4514,14209.25089,13008.26215,16300.89126,11995.37016
ACAN,1.077208614,1.242719162,0,0,0
ACAP1,113.1069044,136.6991078,51.66604155,41.68572226,52.50659439
ACAP2,3680.821833,3285.749463,4726.552008,3961.917475,3827.253399
ACAP3,313.4677065,350.4468036,363.4438785,341.4681504,515.5192904
ACAT1,19761.39202,20059.97271,8411.76604,11815.68493,11539.04012
ACAT2,773.4357845,744.3887778,2137.905167,2306.905608,2138.45039
ACBD3,3824.090578,3550.448645,5201.345114,4407.156466,3931.311922
ACBD4,1671.827768,1872.777777,502.4077144,1004.891985,778.0522624
ACBD5,13774.26654,13341.83292,8981.874085,8248.451425,7184.811444
ACBD6,2885.841876,3198.759122,3140.048215,3070.552563,3044.427809
ACBD7,14.00371198,8.699034131,18.70667022,22.17325652,26.73062987
ACCS,1136.455087,1265.088106,1306.794534,1428.84465,1592.381808
ACCSL,1766.622126,1933.671015,1374.494864,1559.223398,1809.090843
ACD,521.368969,641.2430874,636.9175811,467.4122474,631.9884634
ACE,21405.21236,20864.012,8645.154021,10471.98559,7976.229021
ACE2,21138.06462,20214.06988,3758.259126,4040.854268,4238.714165
ACER1,18.31254643,23.61166407,16.92508258,37.25107095,47.73326763
ACER2,479.357833,355.4176802,838.2369844,782.27249,757.0496246
ACER3,4287.290282,3986.64307,4385.377975,4965.92253,4951.849184
ACHE,32.31625841,36.03885569,45.43048481,39.02493147,25.77596452
ACIN1,6412.622877,6557.829016,6769.142237,5754.403532,5779.544045
ACKR1,42.01113593,33.55341736,1088.550048,1164.539432,484.0153338
ACKR2,204.6696366,135.4563886,3950.670591,1212.433666,1379.491434
ACKR3,6383.538244,6866.023368,6145.586563,6278.579316,4737.04948
ACKR4,914.5501129,813.9810508,440.9429408,783.1594203,718.8630105
ACLY,6997.547154,6319.226937,9388.966861,9036.932427,8251.172642
ACMSD,15888.82705,17362.02941,4100.323952,7630.261033,4756.142787
ACO1,15510.72683,15659.50416,23851.00452,26778.19843,25096.24279
ACO2,55095.98896,60082.98602,35120.43714,46409.51283,35632.88429
ACOD1,3.231625841,0,59.68318593,70.95442086,151.7917911
ACOT11,5458.216045,5677.983849,1745.955887,2219.986443,1575.197832
ACOT12,39.8567187,28.58254072,73.04509322,39.91186173,21.95730311
ACOT13,18965.33485,23216.47938,4077.163313,5296.747517,5049.22505
ACOT4,11321.46253,12034.49236,5519.358507,6378.802435,6253.058059
ACOT6,428.7290282,401.3982892,299.3067234,477.1684803,511.700629
ACOT7,71.0957685,73.32043053,176.3771763,261.6444269,282.5809444
ACOT8,2699.484786,3154.021232,1356.678988,1745.478753,1423.406041
ACOT9,1232.326654,1143.301629,3425.102237,3381.865084,2764.710861
ACOX1,27600.2391,26867.58827,9489.626562,13468.03601,10440.2203
ACOX2,10726.84337,10636.4333,7369.537271,8864.867956,6912.731818
ACOX3,1682.599854,1784.544716,673.4401278,844.3576083,810.5108843
ACOXL,74.32739434,63.37867724,91.75176344,119.7355852,70.64523609
ACP1,5013.328888,5874.333477,4608.967224,4673.235544,5813.911997
ACP2,4761.262072,5337.478799,2394.453788,2047.921972,2162.317024
ACP3,812.2152946,725.7479904,570.1080447,1031.499893,705.4976956
ACP4,405.0304387,536.8546778,302.8698987,498.4548066,528.8846053
ACP5,271.4565706,282.0972497,323.3581566,442.5782001,844.878837
ACP6,2752.268008,3116.739657,1602.538082,2080.738392,1639.16041
ACR,0,0,0,0,0
ACRBP,145.4231628,187.6505934,117.5847842,141.9088417,198.5703933
ACRV1,0,0,0,0,0
ACSBG1,3.231625841,2.485438323,3.563175279,8.869302608,4.773326763
ACSBG2,0,0,0,0,0
ACSF2,4625.533787,4640.313349,3250.506648,3623.997046,4053.509087
ACSF3,3211.158877,3656.079773,1652.422536,1590.265958,1225.790313
ACSL1,20490.66225,19478.38014,15069.55905,17732.3967,14012.57805
ACSL3,12892.03269,12269.36628,23604.25464,21166.59067,17414.0507
ACSL4,5035.950268,4226.487869,23188.25392,13099.07302,13533.33604
ACSL5,2808.282856,2778.720045,5284.188939,3725.107095,4849.699991
ACSM3,8657.525627,8406.995128,3702.139115,3717.124723,2996.694542
ACSM4,46963.06393,49881.50443,9135.981416,10785.07197,6967.147743
ACSM5,1760.158875,1855.379708,215.5721044,181.8207035,218.6183657
ACSS1,8959.144039,9063.150845,4792.47075,5319.807704,6320.839299
ACSS2,1664.287308,1772.117524,768.7550665,1484.721257,1516.00858
ACSS3,60530.50641,59168.34472,22946.8488,24684.15609,19483.76518
ACTA2,9558.072028,7529.6354,10161.2851,12334.53914,28181.72121
ACTB,58935.16046,63082.91008,106527.3605,77292.42451,79396.65338
ACTBL2,0,0,0.89079382,2.660790782,6.682657468
ACTC1,714.1893108,753.0878119,420.4546829,554.331413,713.1350184
ACTG1,92219.82941,109179.0919,194914.5957,135112.2951,127307.4888
ACTG2,18.31254643,12.42719162,284.1632285,355.6590346,294.0369286
ACTL10,0,0,0,0,0
ACTL6A,2271.832966,2259.263436,3204.18537,2829.307532,3033.926491
ACTL7A,0,0,0,0,0
ACTL7B,2.154417227,0,2.672381459,1.773860522,0
ACTL8,0,0,0,0,0
ACTL9,0,0,0,0,0
ACTN1,3228.394215,2597.283048,6315.728182,6088.77624,9097.006145
ACTN2,92.63994077,94.44665628,116.6939904,91.35381686,121.2424998
ACTN3,23.6985895,24.85438323,25.83302077,31.92948939,31.50395664
ACTR10,12678.74538,14369.56167,10660.12964,10739.83853,9872.194411
ACTR1A,5252.4692,5449.323524,7878.180542,7240.011719,6139.452882
ACTR1B,2659.628067,2568.700507,3100.853287,3787.192214,3796.704107
ACTR2,22626.76693,23153.1007,26334.53769,24270.84659,23652.78878
ACTR3,10099.90796,9716.821124,21092.21606,17539.93284,18369.67071
ACTR5,403.9532301,395.1846934,566.5448694,494.0201553,529.8392707
ACTR6,3163.761698,3961.788687,1931.241001,2196.926256,2305.516826
ACTR8,143.2687456,115.572882,151.4349494,120.6225155,141.2904722
ACTRT1,0,0,0,0,0
ACTRT2,0,0,0,0,0
ACTRT3,3.231625841,7.45631497,25.83302077,19.51246574,8.591988173
ACVR1,1451.000002,1574.525178,1815.437805,1741.044102,1609.565784
ACVR1B,5068.266527,4912.468846,3507.946062,3121.107588,3027.243833
ACVR1C,16.1581292,11.18447245,5.344762919,3.547721043,6.682657468
ACVR2A,967.333335,965.5927886,1189.209749,1143.253106,969.9399982
ACVR2B,165.8901265,131.7282311,161.2336814,132.1526089,129.834488
ACVRL1,1295.881962,1057.554007,1031.539243,1529.9547,1724.125627
ADA,58.16926513,49.70876646,147.8717741,109.9793523,135.5624801
ADA2,213.2873055,192.62147,104.2228769,164.9690285,404.7781095
ADAD1,2.154417227,3.728157485,0,0.886930261,1.909330705
ADAD2,0,2.485438323,0,0,0
ADAL,1285.109876,1108.505492,759.8471283,861.2092832,750.3669671
ADAM10,5907.412037,5649.401309,8688.802918,7163.735716,6686.47613
ADAM11,420.1113593,492.116788,228.9340117,568.5222972,479.242007
ADAM12,212.2100969,175.2234018,979.8732018,549.8967617,948.9373605
ADAM15,1482.239052,1586.952369,4126.156973,4583.655588,4174.751587
ADAM17,1083.671865,1048.854972,1800.29431,1582.283585,1548.467202
ADAM18,2.154417227,2.485438323,0,0,0
ADAM19,170.1989609,142.9127036,231.6063931,342.3550807,463.9673614
ADAM2,2.154417227,1.242719162,0,0,4.773326763
ADAM20,0,0,1.78158764,0,0
ADAM21,0,0,0,0,0
ADAM22,260.6844845,185.1651551,173.7047949,336.1465688,396.1861213
ADAM23,10.77208614,22.36894491,19.59746404,7.982372347,11.45598423
ADAM28,120.6473647,128.0000736,938.8966861,663.4238351,1036.766573
ADAM30,0,0,0,0,0
ADAM32,1.077208614,4.970876646,3.563175279,1.773860522,0.954665353
ADAM33,58.16926513,77.04858802,0.89079382,1.773860522,11.45598423
ADAM3A,3.231625841,2.485438323,2.672381459,0,3.81866141
ADAM7,20.46696366,12.42719162,104.2228769,182.7076337,791.4175773
ADAM8,37.70230147,39.76701317,49.88445391,30.15562887,20.0479724
ADAM9,3429.832226,2963.8852,11436.90185,8569.52018,8471.700339
ADAMDEC1,0,0,0,0,0
ADAMTS1,2802.896812,2016.933199,8151.654245,8769.966419,12145.25262
ADAMTS10,338.2435047,342.9904886,167.4692381,196.0115876,308.3569089
ADAMTS12,802.5204171,554.2527461,752.7207777,1210.659806,2615.783066
ADAMTS13,8.617668908,13.66991078,5.344762919,8.869302608,15.27464564
ADAMTS14,22.62138088,18.64078742,20.48825786,37.25107095,21.00263776
ADAMTS15,6095.923544,6198.683178,4532.358955,3097.160471,3046.33714
ADAMTS16,660.3288801,627.5731766,335.8292701,742.3606283,705.4976956
ADAMTS17,52.78322206,50.95148563,201.3194033,99.33618921,176.6130902
ADAMTS18,3.231625841,0,2.672381459,6.208511825,5.727992116
ADAMTS19,6.463251681,3.728157485,6.235556738,13.30395391,10.50131888
ADAMTS2,663.560506,487.1459113,892.5754074,1073.185616,957.5293486
ADAMTS20,5.386043068,6.213595808,14.25270112,6.208511825,4.773326763
ADAMTS3,629.0898303,493.3595072,1038.665594,635.928997,1386.174092
ADAMTS4,54.93763929,32.3106982,1582.940618,739.6998375,451.5567118
ADAMTS5,145.4231628,103.1456904,137.1822482,138.3611207,232.938346
ADAMTS6,239.1403122,248.5438323,42.75810335,75.38907217,170.8850981
ADAMTS7,288.6919084,195.1069084,301.9791049,312.1994518,639.6257862
ADAMTS8,21.54417227,13.66991078,48.99366009,29.26869861,67.78124003
ADAMTS9,765.8953242,584.0780059,3720.845785,2521.542731,1908.37604
ADAMTSL1,134.6510767,105.6311287,88.18858816,149.8912141,120.2878344
ADAMTSL2,295.1551601,196.3496275,300.1975173,354.7721043,419.0980898
ADAMTSL3,1138.609505,884.8160431,331.375301,671.4062074,802.8735615
ADAMTSL4,671.1009662,595.2624784,960.2757377,851.4530503,648.2177744
ADAMTSL5,297.3095773,321.8642629,128.27431,144.5696325,90.6932085
ADAP1,366.2509286,370.3303102,745.5944272,570.2961577,606.2124989
ADAP2,193.8975504,186.4078742,292.1803729,378.7192214,766.5962781
ADAR,1519.941354,1414.214406,1770.898114,1437.713953,1757.538914
ADARB1,1106.293246,1051.340411,768.7550665,1014.648218,948.9373605
ADARB2,4.308834454,3.728157485,2.672381459,1.773860522,4.773326763
ADAT1,190.6659246,176.4661209,146.0901864,130.3787483,130.7891533
ADAT2,302.6956204,298.2525988,424.908652,368.0760582,461.1033653
ADAT3,66.78693404,88.23306047,111.3492275,139.2480509,107.8771848
ADCK1,173.4305868,104.3884096,252.094651,247.4535428,186.1597438
ADCK2,957.6384575,1094.835581,754.5023654,956.9977514,902.1587582
ADCK5,696.953973,759.3014077,403.5296004,363.6414069,426.7354126
ADCY1,0,0,0,0,0
ADCY10,23.6985895,13.66991078,2.672381459,4.434651304,6.682657468
ADCY2,109.8752786,93.20393712,166.5784443,156.0997259,148.927795
ADCY3,1105.216038,1312.311435,1625.698721,1650.577215,1516.963245
ADCY4,270.379362,287.0681263,847.1449226,621.7381128,404.7781095
ADCY5,718.4981452,478.4468772,294.8527543,329.938057,423.8714165
ADCY6,6168.096521,6043.343283,7252.843281,8061.30914,5727.992116
ADCY7,464.2769124,375.3011868,635.1359935,500.2286671,693.087046
ADCY8,204.6696366,213.7476958,183.5035269,184.4814942,128.8798226
ADCY9,1549.025986,1467.65133,1103.693543,1317.978368,1247.747616
ADCYAP1,0,0,0,0.886930261,0
ADCYAP1R1,89.40831493,24.85438323,121.1479595,111.7532129,88.78387779
ADD1,9507.443223,9191.150919,7690.223046,8407.211942,8503.204295
ADD2,0,0,0,0,0.954665353
ADD3,19011.65482,18532.67086,6682.735236,9652.462028,10366.71106
ADGRA1,172.3533782,118.0583204,96.20573254,131.2656786,102.1491927
ADGRA2,1419.760953,1089.864705,1659.548886,1559.223398,2589.052436
ADGRA3,3304.876026,3197.516403,2088.911507,2475.422358,2524.135192
ADGRB1,172.3533782,141.6699844,177.2679701,297.1216374,216.709035
ADGRB2,70.01855988,69.59227305,57.01080447,91.35381686,143.1998029
ADGRB3,1.077208614,0,1.78158764,0,0.954665353
ADGRD1,312.3904979,193.8641892,171.9232072,209.3155415,295.9462593
ADGRD2,0,0,0,0,0
ADGRE3,4.308834454,1.242719162,1.78158764,0.886930261,1.909330705
ADGRE5,3540.784713,3216.15719,4162.67952,4768.137082,5232.520798
ADGRF1,4456.412034,5019.342694,9013.942662,10415.22205,9261.208585
ADGRF3,22.62138088,26.09710239,15.14349494,14.19088417,9.546653526
ADGRF4,24.77579811,19.88350659,725.1061693,999.5704039,1474.003304
ADGRF5,10341.20269,9458.335539,12602.06017,15664.07534,13142.87791
ADGRG1,2864.297703,3186.33193,12026.60736,10111.8919,10701.7986
ADGRG2,0,0,8.017144378,1.773860522,0.954665353
ADGRG3,15.08092059,12.42719162,9.798732018,1.773860522,4.773326763
ADGRG5,75.40460295,65.86411556,10.68952584,23.06018678,22.91196846
ADGRG6,1529.636231,1278.758017,3371.654608,1551.241026,2037.255862
ADGRG7,1106.293246,1066.253041,139.8546297,152.5520049,172.7944288
ADGRL1,970.5649608,1035.185062,926.4255726,936.5983554,850.6068292
ADGRL2,4615.838909,4027.652803,3026.026606,3882.093751,4136.564973
ADGRL3,1126.76021,789.1266676,293.0711667,517.080342,656.8097626
ADGRL4,3916.730519,3453.51655,5680.592189,11734.97428,11784.38911
ADGRV1,26918.36604,28878.30788,2365.057592,5086.545046,5942.79182
ADH4,0,1.242719162,0,0,0
ADH5,38436.95775,39901.22684,11373.65549,13687.10778,13156.24322
ADI1,13902.45437,16349.21329,6509.921235,8126.941979,8018.234296
ADIPOQ,2.154417227,1.242719162,1.78158764,5.321581565,30.54929128
ADIPOR2,7317.478112,7204.04298,6321.072945,6852.423195,5960.930462
ADIRF,256.37565,263.4564623,710.8534682,899.3472844,726.5003333
ADK,4136.481076,3995.342105,3808.14358,4016.020221,3178.080959
ADM,3918.884936,3760.468183,4038.859179,2647.486828,2779.030841
ADNP,5113.509289,4635.342473,4493.164027,4777.893315,5254.478101
ADNP2,1867.879736,1835.496202,1759.317794,1640.820982,1710.760312
ADO,154.0408317,121.7864778,238.7327437,228.8280073,258.7143106
ADORA1,21.54417227,37.28157485,51.66604155,78.93679321,51.55192904
ADORA2A,109.8752786,105.6311287,301.9791049,298.0085676,442.9647236
ADORA2B,28.00742395,22.36894491,152.3257432,142.795772,141.2904722
ADORA3,174.5077954,234.8739215,699.2731485,464.7514566,905.9774196
ADPGK,1971.291763,1800.700065,2642.094469,2517.10808,2206.23163
ADPRH,361.9420942,297.0098796,356.3175279,376.9453608,450.6020464
ADPRM,536.4498896,590.2916018,575.4528076,551.6706222,467.7860228
ADPRS,1403.602823,1557.127109,1480.499328,1608.891493,1598.1098
ADRA1A,101.2576097,95.68937544,139.8546297,107.3185616,62.05324792
ADRA1B,371.6369717,294.5244413,196.8654342,406.2140594,796.1909041
ADRA1D,38.77951009,11.18447245,27.61460841,36.36414069,34.36795269
ADRA2A,49.55159622,38.52429401,130.9466915,77.16293269,120.2878344
ADRA2B,444.8871574,362.8739952,399.0756313,490.4724342,719.8176758
ADRA2C,4.308834454,2.485438323,3.563175279,0.886930261,0
ADRB1,15.08092059,21.12622575,31.17778369,52.32888539,41.05061016
ADRB2,85.09948047,100.6602521,86.40700052,94.01460764,77.32789356
ADRM1,3113.132893,3365.28349,4587.588172,3686.082164,3550.400446
ADSL,3202.541208,3602.642849,3492.802567,3383.638945,3308.870112
ADSS1,426.574611,458.5633706,589.7055087,534.8189472,495.471318
ADSS2,3430.909434,3141.594041,7582.436994,5142.421652,4629.172295
ADTRP,8.617668908,4.970876646,47.21207245,9.756232869,4.773326763
AEBP1,4148.330371,2935.30266,7996.65612,7895.453181,9170.515377
AEBP2,3081.893843,3831.303175,3392.142866,3051.927027,2413.394011
AEN,631.2442475,570.4080952,2503.130634,1560.110329,1731.76295
AFAP1,227.2910175,208.7768191,646.7163132,549.0098314,731.2736601
AFAP1L1,254.2212328,283.3399688,466.7759616,425.7265252,585.2098611
AFDN,3891.954721,3733.128361,3899.895343,3758.810445,3903.626627
AFF1,5739.367493,5239.303985,3021.572637,3319.779966,3180.944955
AFF2,137.8827025,90.7184988,163.015269,191.5769363,231.0290153
AFF4,2653.164815,1570.79702,3597.025444,2702.476505,2576.641787
AFG1L,1989.604309,2023.146795,889.0122321,1210.659806,1011.945274
AFM,2.154417227,4.970876646,11.58031966,1.773860522,4.773326763
AFMID,689.4135127,719.5343946,549.6197868,371.6237793,512.6552943
AFP,9.694877522,11.18447245,20.48825786,18.62553548,10.50131888
AFTPH,10247.48554,9903.228999,6850.204474,7271.054278,5836.823966
AGA,3179.919827,3371.497085,1518.803463,2223.534164,1972.338618
AGAP1,3484.769865,3369.011647,2253.708364,2512.673429,2864.950723
AGAP2,61.40089097,64.6213964,66.80953648,69.18056034,81.14655497
AGAP3,924.2449904,956.8937544,849.8173041,839.922957,875.4281283
AGBL2,2105.94284,2195.884759,759.8471283,852.3399806,876.3827937
AGBL5,1063.204902,1102.291896,605.7397975,677.6147192,632.9431288
AGER,21.54417227,22.36894491,13.3619073,21.28632626,33.41328734
AGFG1,4899.144774,5476.663345,7788.210366,6403.636483,5996.25308
AGFG2,511.6740914,392.6992551,2360.603622,2309.566399,1331.758167
AGK,1593.191539,1488.777556,1533.946958,1463.43493,1451.091336
AGL,2829.827028,2491.651919,2007.84927,2821.32516,2274.967535
AGMAT,18170.35489,22535.46928,5213.816227,4173.893807,2266.375547
AGMO,1220.477359,1409.243529,350.0819712,198.6723784,163.2477753
AGO1,3834.862664,3881.011942,3104.416462,3161.019449,3184.763616
AGO2,287.6146998,213.7476958,717.9798187,520.6280631,506.9273022
AGO4,2040.233114,1929.942858,2393.562994,1631.06475,1726.034957
AGPAT1,3640.965114,4329.633559,1865.322259,2764.561623,2688.337633
AGPAT2,1994.990352,2422.059646,3805.471198,3632.866348,3020.561176
AGPAT3,3482.615448,3808.93423,3424.211443,3787.192214,3664.005623
AGPAT4,1683.677063,1908.816632,1672.910794,1498.912141,1261.112931
AGPAT5,3607.571647,3816.390545,4033.514416,4558.82154,3659.232296
AGPS,9149.809964,9329.092746,5950.502716,6297.204851,7270.731325
AGR2,22.62138088,38.52429401,119.3663719,63.85897878,44.86927157
AGRN,5519.616936,5397.129319,3138.266627,4817.805177,6203.415461
AGRP,0,0,0,0,0
AGT,72.17297711,57.16508143,1207.025626,2147.258161,1228.654309
AGTPBP1,632.3214562,531.8838012,655.6242514,694.4663942,645.3537783
AGTR1,2301.994807,1682.641745,3245.161885,4764.589361,6241.602075
AGTR2,10.77208614,12.42719162,3.563175279,12.41702365,11.45598423
AGXT,14859.01562,18105.17547,4339.94749,5623.137853,6157.591524
AGXT2,64684.22283,74162.99413,8605.068299,10451.58619,12466.97484
AHCTF1,2986.022277,2475.49657,4603.622461,3499.826809,3537.035131
AHCY,10176.38977,10913.55968,15563.05883,15896.45106,13542.88269
AHCYL1,14196.53232,13346.8038,28238.16409,31046.10685,19753.93548
AHCYL2,16589.01265,14596.97927,2960.998657,6027.578052,3942.767906
AHI1,769.1269501,637.5149299,961.1665315,854.1138411,822.9215339
AHR,1291.573128,1148.272505,2651.002408,2110.894021,1904.557378
AHRR,1.077208614,0,1.78158764,0.886930261,1.909330705
AHSA1,8148.005953,8604.587475,6387.882482,6300.752573,5344.216644
AHSG,177.7394212,164.0389293,68.59112412,73.61521164,110.7411809
AHSP,0,0,0,0,0
AICDA,0,1.242719162,0,0,0
AIDA,4872.214559,5054.13883,4507.416728,5002.286671,5302.211368
AIF1,3175.610993,4098.487795,1315.702472,1850.136524,2537.500507
AIF1L,22677.39573,23064.86764,14508.35894,27448.71771,22906.24047
AIFM1,14768.53009,14075.03722,6794.975257,9478.623697,7224.907388
AIFM2,1444.536751,1686.369902,1112.601481,1451.904837,1561.832517
AIFM3,11.84929475,7.45631497,3.563175279,5.321581565,10.50131888
AIG1,3173.456576,3385.166996,1458.229483,2461.231474,2165.18102
AIMP1,6375.997784,6986.567126,7266.205188,6083.454659,7014.881011
